"Region","District","District.No.","School.Name","School.No.","NCES.School.No.","Principal","School.Type","Grade.Level","Categories","County","Status","address","Address.1.City","Address.1.State","Address.1.Zipcode","Address.2.Composite","Phone.1","Phone.2","Fax.1","Email.Address","STATEFP","SLDLST","GEOID","GEOIDFQ","NAMELSAD","LSAD","LSY","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"East Tennessee","Blount County",50,"Middlesettlements",93,4.7003e+11,"Suzanne Graves","Public","PK, K, 1, 2, 3, 4, 5","","Blount","Active","3105  Miser  Station Road
 Louisville, TN 37777","Louisville","TN","37777","","865-983-6644",NA,"865-982-6137","Suzanne.Graves@blountk12.org","47","020","47020","620L900US47020","State House District 20","LL","2024","G5220","N",307692224,11407469,"+35.7545814","-084.0611095"
"Southwest","Collierville Private Schools",9795,"Mid-South Gifted Academy",9727,NA,"Jessica White","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency","Shelby","Active","121 East South Street
 Collierville, TN 38017","Collierville","TN","38017","","901-430-0290",NA,"","admin@midsouthgiftedacademy.com","47","095","47095","620L900US47095","State House District 95","LL","2024","G5220","N",213581882,499259,"+35.1066180","-089.6836612"
"Southwest","Memphis-Shelby County Private Schools",9792,"Midsouth Montessori Center",9150,NA,"Santina Campbell","Private","PK, K","Category V - Acknowledged by TDOE for operation","Shelby","Active","2755 Appling Road
 Memphis, TN 38133","Memphis","TN","38133","2755 Appling Road
 Memphis, TN 38133","901-584-8475",NA,"","santina@midsouthmontessoricenter.org","47","098","47098","620L900US47098","State House District 98","LL","2024","G5220","N",70898296,351465,"+35.1970852","-089.7764546"
"East Tennessee","Roane County",730,"Midtown Elementary",45,4.70359e+11,"Tiffany Jameson","Public","K, 1, 2, 3, 4, 5","","Roane","Active","2830  Roane  State Highway
 Harriman, TN 37748","Harriman","TN","37748","","865-882-1228",NA,"865-882-8165","tjameson@roaneschools.com","47","032","47032","620L900US47032","State House District 32","LL","2024","G5220","N",1004140988,98257782,"+35.8454125","-084.4998616"
"Southwest","Memphis-Shelby County Private Schools",9792,"Midtown Montessori School",9718,NA,"Faiqa Khan","Private","PK, K, 1, 2, 3, 4, 5, 6","Category V - Acknowledged by TDOE for operation","Shelby","Active","1738 Galloway Avenue
 Memphis, TN 38112","Memphis","TN","38112","","901-417-4610",NA,"901-284-0222","info@memphismontessori.org","47","088","47088","620L900US47088","State House District 88","LL","2024","G5220","N",90890633,552844,"+35.2388640","-089.8872603"
"East Tennessee","Claiborne County",130,"Midway Elementary",90,4.70063e+11,"Jackie Massengill","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","","Claiborne","Active","4411  Clouds  Road
 New Tazewell, TN 37825","New Tazewell","TN","37825","","423-626-3067",NA,"423-626-1864","jackie.massengill@claibornecsd.org","47","036","47036","620L900US47036","State House District 36","LL","2024","G5220","N",2363820634,114428203,"+36.3981020","-083.9897140"
"Northwest Tennessee","Milan",272,"Milan Elementary",25,4.70297e+11,"Tammy Rushing","Public","PK, K, 1, 2, 3, 4","","Gibson","Active","1100  Middle  Road
 Milan, TN 38358","Milan","TN","38358","","731-686-0840",NA,"731-686-3282","rushingt@milanssd.org","47","079","47079","620L900US47079","State House District 79","LL","2024","G5220","N",2593354754,16393196,"+35.8910245","-088.5744112"
"First Tennessee","Sullivan County",820,"Miller Perry Elementary",155,4.70399e+11,"Mike Wilson","Public","K, 1, 2, 3, 4, 5","","Sullivan","Active","904  Fordtown  Road
 Kingsport, TN 37663","Kingsport","TN","37663","","423-354-1760",NA,"423-354-1766","michael.wilson@sullivank12.net","47","003","47003","620L900US47003","State House District 3","LL","2024","G5220","N",1736667119,48486035,"+36.4807033","-081.9369674"
"Mid Cumberland","Sumner County",830,"Millersville Elementary",60,4.70402e+11,"Tracey Carson","Public","K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Sumner","Active","1248  Louisville  Highway
 Goodlettsville, TN 37072","Goodlettsville","TN","37072","","615-859-1439",NA,"615-859-5224","tracey.carson@sumnerschools.org","47","045","47045","620L900US47045","State House District 45","LL","2024","G5220","N",247544306,14780231,"+36.3820110","-086.6301896"
"Southwest","Millington Municipal Schools",798,"Millington Primary School",123,4.70015e+11,"Natasha Perkins","Public","K, 1, 2, 3","","Shelby","Active","6445 William Osteen Drive
 Millington, TN 38053","Millington","TN","38053","","901-873-8433",NA,"901-873-8439","nperkins@millingtonschools.org","47","099","47099","620L900US47099","State House District 99","LL","2024","G5220","N",425144746,1470666,"+35.3063766","-089.7586149"
"Mid Cumberland","Montgomery County",630,"Minglewood Elementary",51,4.70303e+11,"Emily Clark","Public","PK, K, 1, 2, 3, 4, 5","","Montgomery","Active","215 Cunningham Lane
 Clarksville, TN 37042-5389","Clarksville","TN","37042-5389","","931-648-5646",NA,"931-503-3402","emily.clark@cmcss.net","47","075","47075","620L900US47075","State House District 75","LL","2024","G5220","N",602515364,5824888,"+36.5112349","-087.5046068"
"South Central","Giles County",280,"Minor Hill School",65,4.70141e+11,"Lance Evans","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category I - Approved by TDOE","Giles","Active","13099 Minor Hill Highway
 Minor Hill, TN 38473","Minor Hill","TN","38473","13099 Minor Hill Highway
 Minor Hill, TN 38473","931-347-0163",NA,"","levans@gcboe.us","47","070","47070","620L900US47070","State House District 70","LL","2024","G5220","N",3333662205,1608701,"+35.1535527","-087.0422799"
"Southeast Tennessee","Polk County Private Schools",9700,"Miracle of Salvation Christian School",9720,NA,"Edith Blair, Heather Sanders","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Polk","Active","443 Clemmer Ferry Road
 Benton, TN 37307","Benton","TN","37307","","423-790-8486",NA,"","heather.sanders02@yahoo.com","47","022","47022","620L900US47022","State House District 22","LL","2024","G5220","N",2254410501,82467349,"+35.2163632","-084.6750288"
"Southeast Tennessee","Hamilton County Private Schools",9330,"Mission Montessori School",9941,NA,"Jenny Varner","Private","PK, K","Category IV - Church Related Schools","Hamilton","Active","4519 Brainerd Road
 Chattanooga, TN 37411","Chattanooga","TN","37411","","423-645-4389",NA,"","ed@mmstn.org","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"Mid Cumberland","Murfreesboro",751,"Mitchell-Neilson Elementary",25,4.70315e+11,"Mr. Adam Bryson","Public","PK, K, 1, 2, 3, 4, 5, 6","","Rutherford","Active","711  Clark  Boulevard
 Murfreesboro, TN 37129","Murfreesboro","TN","37129","","615-890-7841",NA,"615-904-2416","adam.bryson@cityschools.net","47","037","47037","620L900US47037","State House District 37","LL","2024","G5220","N",194865365,10283706,"+35.9614893","-086.4341874"
"Mid Cumberland","Davidson County Private Schools",9190,"Montessori Centre",9430,NA,"Jen Cullison","Private","PK, K","Category I - Approved by TDOE","Davidson","Active","4608 Granny White Pike
 Nashville, TN 37220","Nashville","TN","37220","","615-373-0897",NA,"615-373-0892","jen@montessoricentre.org","47","059","47059","620L900US47059","State House District 59","LL","2024","G5220","N",204679089,336807,"+36.0504586","-086.8514151"
"Mid Cumberland","Davidson County Private Schools",9190,"Montessori East",9006,NA,"Brooks Gerber","Private","K, 1, 2, 3, 4, 5, 6","Category V - Acknowledged by TDOE for operation","Davidson","Active","801 Porter Road
 Nashville, TN 37206","Nashville","TN","37206","","615-226-4588",NA,"775-659-1665","brooks@monteastnash.com","47","051","47051","620L900US47051","State House District 51","LL","2024","G5220","N",88776494,3636545,"+36.2050905","-086.7086628"
"Southeast Tennessee","Hamilton County",330,"Montessori Elementary at Highland Park",8142,4.70159e+11,"Lawonda Reeves","Public Charter","PK, K, 1, 2, 3, 4, 5","","Hamilton","Active","700 S. Hawthorne Street
 Chattanooga, TN 37404","Chattanooga","TN","37404","","423-702-7230",NA,"","lawondareeves@cglaonline.com","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"East Tennessee","Knox County Private Schools",9470,"Montessori Internationale School",9150,NA,"Amanda Swiger","Private","PK, K","Category V - Acknowledged by TDOE for operation","Knox","Active","10019 S Northshore Drive
 Knoxville, TN 37922","Knoxville","TN","37922","","865-675-0545",NA,"","info@montessoriinternationale.com","47","014","47014","620L900US47014","State House District 14","LL","2024","G5220","N",121598621,21498293,"+35.8660799","-084.1030856"
"Mid Cumberland","Montgomery County",630,"Montgomery Central Elementary",20,4.70303e+11,"Emily Vaughn","Public","P4, K, 1, 2, 3, 4, 5","","Montgomery","Active","4011 Highway 48
 Cunningham, TN 37052-5020","Cunningham","TN","37052-5020","","931-387-3208",NA,"931-387-2565","emily.vaughn@cmcss.net","47","068","47068","620L900US47068","State House District 68","LL","2024","G5220","N",687379698,5721936,"+36.4801881","-087.2801188"
"East Tennessee","Blount County",50,"Montvale Elementary",94,4.7003e+11,"Nichole McCord","Public","K, 1, 2, 3, 4, 5","","Blount","Active","3128  Montvale  Road
 Maryville, TN 37803","Maryville","TN","37803","","865-983-2666",NA,"865-977-0240","Nichole.McCord@blountk12.org","47","008","47008","620L900US47008","State House District 8","LL","2024","G5220","N",1139706477,8726266,"+35.6663430","-083.8905431"
"Mid Cumberland","Franklin SSD",941,"Moore Elementary",30,4.70126e+11,"Amanda Muniz, Ed.D.","Public","PK, K, 1, 2, 3, 4","","Williamson","Active","1061  Lewisburg  Pike
 Franklin, TN 37064","Franklin","TN","37064","","615-790-4700",NA,"615-790-4748","munizama@fssd.org","47","065","47065","620L900US47065","State House District 65","LL","2024","G5220","N",709408928,861861,"+35.9017979","-087.0341108"
"Mid Cumberland","Montgomery County",630,"Moore Magnet Elementary",55,4.70303e+11,"Kelsea Cox","Public","P4, K, 1, 2, 3, 4, 5","","Montgomery","Active","1350 Madison Street
 Clarksville, TN 37040-3870","Clarksville","TN","37040-3870","","931-648-5635",NA,"931-503-3404","kelsea.cox@cmcss.net","47","067","47067","620L900US47067","State House District 67","LL","2024","G5220","N",106546711,521958,"+36.5704951","-087.3316006"
"East Tennessee","Knox County",470,"Mooreland Heights Elementary",172,4.70222e+11,"Josh Van Pelt","Public","PK, K, 1, 2, 3, 4, 5","","Knox","Active","5315  Magazine  Road
 Knoxville, TN 37920","Knoxville","TN","37920","","865-579-2105",NA,"865-579-2189","kevin.vanpelt@knoxschools.org","47","015","47015","620L900US47015","State House District 15","LL","2024","G5220","N",75485603,3252253,"+35.9709327","-083.8938868"
"Upper Cumberland","Warren County",890,"Morrison Elementary",50,4.70435e+11,"Kim Cantrell","Public","P3, P4, K, 1, 2, 3, 4, 5, 6, 7, 8","Category I - Approved by TDOE","Warren","Active","500 S Fair Street
 Morrison, TN 37357","Morrison","TN","37357","","931-259-4617",NA,"931-635-3233","cantrellk@warrenschools.com","47","043","47043","620L900US47043","State House District 43","LL","2024","G5220","N",2096211277,10638251,"+35.7961701","-085.6296824"
"First Tennessee","Hamblen County Private Schools",9320,"Morristown Covenant Academy",9060,NA,"Angel Leon","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Hamblen","Active","503 South Jackson Street
 Morristown, TN 37813","Morristown","TN","37813","P O Box 1737 Street
 Morristown, TN 37816","423-587-3247",NA,"423-586-6269","mca@mcovenantacademy.net","47","010","47010","620L900US47010","State House District 10","LL","2024","G5220","N",908290355,85784268,"+36.2695672","-083.4795552"
"First Tennessee","Greene County",300,"Mosheim Elementary",60,4.70147e+11,"Sarah Gray","Public","PK, K, 1, 2, 3, 4, 5","","Greene","Active","297  West  School Street
 Mosheim, TN 37818","Mosheim","TN","37818","","423-422-4123",NA,"423-422-7547","Sarah.Gray@gcstn.org","47","005","47005","620L900US47005","State House District 5","LL","2024","G5220","N",1611409726,5099752,"+36.1794867","-082.8475235"
"First Tennessee","Johnson County",460,"Mountain City Elementary",25,4.70216e+11,"Christi Gentry","Public","PK, K, 1, 2, 3, 4, 5, 6","","Johnson","Active","301  Donnelly  Street
 Mountain City, TN 37683","Mountain City","TN","37683","","423-727-2621",NA,"423-727-2631","cgentry@jocoed.net","47","003","47003","620L900US47003","State House District 3","LL","2024","G5220","N",1736667119,48486035,"+36.4807033","-081.9369674"
"First Tennessee","Johnson City",901,"Mountain View Elementary",37,4.70213e+11,"Chelsea Lee","Public","PK, K, 1, 2, 3, 4, 5","","Washington","Active","907  King  Springs Road
 Johnson City, TN 37601","Johnson City","TN","37601","","423-434-5260",NA,"423-434-5596","chelsea.lee@tneducation.net","47","007","47007","620L900US47007","State House District 7","LL","2024","G5220","N",436585043,1934119,"+36.2445533","-082.4799452"
"First Tennessee","Hawkins County",370,"Mt Carmel Elementary",55,4.70174e+11,"Amy Glass","Public","PK, K, 1, 2, 3, 4","Category I - Approved by TDOE","Hawkins","Active","127  Cherry  Street
 Mt Carmel, TN 37645","Mt Carmel","TN","37645","","423-357-7221",NA,"423-357-9863","amy.glass@hck12.net","47","003","47003","620L900US47003","State House District 3","LL","2024","G5220","N",1736667119,48486035,"+36.4807033","-081.9369674"
"Mid Cumberland","Wilson County",950,"Mt. Juliet Elementary",35,4.70455e+11,"ANGELA KINCAID","Public","P4, K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Wilson","Active","2521 W. Division Street
 Mt Juliet, TN 37122","Mt Juliet","TN","37122","","615-758-5654",NA,"615-758-5602","kincaida@wcschools.com","47","057","47057","620L900US47057","State House District 57","LL","2024","G5220","N",283234558,13255094,"+36.1929972","-086.4971043"
"Southwest","Tipton County",840,"Munford Elementary",45,4.70408e+11,"Dr Farrah Fite Cope","Public","P4, K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Tipton","Active","1200  McLaughlin  Drive
 Munford, TN 38058","Munford","TN","38058","","901-837-5761",NA,"901-837-5778","fcope@tipton-county.com","47","081","47081","620L900US47081","State House District 81","LL","2024","G5220","N",2167429124,34593040,"+35.5657761","-089.5405983"
"Mid Cumberland","Davidson County",190,"Murrell at Glenn School",505,4.70318e+11,"Susan Siegel","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Davidson","Active","322 Cleveland Street
 Nashville, TN 37207","Nashville","TN","37207","","615-298-8070",NA,"","Susan.Siegel@mnps.org","47","058","47058","620L900US47058","State House District 58","LL","2024","G5220","N",49471459,1796405,"+36.1752081","-086.7965741"
"Mid Cumberland","Sumner County",830,"Nannie Berry Elementary",65,4.70402e+11,"Susan Kolmer","Public","PK, K, 1, 2, 3, 4, 5","","Sumner","Active","138 Indian Lake Road
 Hendersonville, TN 37075","Hendersonville","TN","37075","","615-822-3123",NA,"615-264-6009","susan.kolmer@sumnerschools.org","47","045","47045","620L900US47045","State House District 45","LL","2024","G5220","N",247544306,14780231,"+36.3820110","-086.6301896"
"Mid Cumberland","Davidson County",190,"Napier Elementary",510,4.70318e+11,"Keenan Robinson","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","70 Donelson Street
 Nashville, TN 37210","Nashville","TN","37210","","615-291-6400",NA,"","keenan.robinson@mnps.org","47","058","47058","620L900US47058","State House District 58","LL","2024","G5220","N",49471459,1796405,"+36.1752081","-086.7965741"
"Mid Cumberland","Davidson County Private Schools",9190,"Nashville Christian School",9155,NA,"Connie Shelton","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Davidson","Active","7555 Sawyer Brown Road
 Nashville, TN 37221","Nashville","TN","37221","7555 Sawyer Brown Road
 Nashville, TN 37221","615-356-5600",NA,"615-352-1324","info@nashvillechristian.org","47","050","47050","620L900US47050","State House District 50","LL","2024","G5220","N",417484360,5334392,"+36.2453714","-086.8854407"
"Mid Cumberland","Davidson County Private Schools",9190,"Nashville Christian School: Charlotte Pike",9907,NA,"Connie Jo Shelton","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Davidson","Active","7565 Charlotte Pike
 Nashville, TN 37209","Nashville","TN","37209","","615-356-5600",NA,"","sheltonc@nashvillechristian.org","47","050","47050","620L900US47050","State House District 50","LL","2024","G5220","N",417484360,5334392,"+36.2453714","-086.8854407"
"Mid Cumberland","Davidson County",190,"Nashville Classical East",8044,4.70318e+11,"Caitlin Talley","Public Charter","K, 1, 2, 3, 4, 5, 6, 7, 8","","Davidson","Active","2000 Greenwood Avenue
 Nashville, TN 37206","Nashville","TN","37206","","615-538-5841",NA,"","ctalley@nashvilleclassical.org","47","051","47051","620L900US47051","State House District 51","LL","2024","G5220","N",88776494,3636545,"+36.2050905","-086.7086628"
