Region,District,District No.,School Name,School No.,NCES School No.,Principal,School Type,Grade Level,Categories,County,Status,address,Address 1 City,Address 1 State,Address 1 Zipcode,Address 2 Composite,Phone 1,Phone 2,Fax 1,Email Address
Southwest,Memphis-Shelby County Schools,00792,Oakhaven Elementary,2540,4.70015E+11,Garlen Davis,Public,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"3795 Bishops Bridge Road
 Memphis, TN 38118",Memphis,TN,38118,,901-416-2320,,901-416-2335,davisg@scsk12.org
Mid Cumberland,Montgomery County,00630,Oakland Elementary,0115,4.70303E+11,Molly Willis,Public,"K, 1, 2, 3, 4, 5",,Montgomery,Active,"1050 Cherry Blossom Lane
 Clarksville, TN 37040-6426",Clarksville,TN,37040-6426,"1050 Cherry Blossom Lane
 Clarksville, TN 37040",931-920-7422,,931-920-7421,molly.willis@cmcss.net
Mid Cumberland,Montgomery County Private Schools,09630,One Way Christian Academy,9073,,Kimetha Jones,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Montgomery,Active,"25 Jefferson Street
 Clarksville, TN 37040",Clarksville,TN,37040,"P.O. Box 2265
 Clarksville, TN 37042",931-551-9200,,,kimj0670@gmail.com
East Tennessee,Oneida,00761,Oneida Elementary,0005,4.7033E+11,Ashley Billingsley,Public,"PK, K, 1, 2, 3, 4, 5",,Scott,Active,"330 Claude Terry Drive
 Oneida, TN 37841",Oneida,TN,37841,,423-569-8340,,423-569-2406,Ashley.billingsley@oneidaschools.org
Southeast Tennessee,Hamilton County Private Schools,09330,Ooltewah Adventist School,9105,,Shelly Parrish,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category II - Approved by private school accrediting agency,Hamilton,Active,"9209 Amos Road
 Ooltewah, TN 37363",Ooltewah,TN,37363,,423-238-4449,,,sparrish@gccsda.com
Southeast Tennessee,Hamilton County,00330,Ooltewah Elementary School,0155,4.70159E+11,Bethanie Reynolds,Public,"P3, P4, K, 1, 2, 3, 4, 5",,Hamilton,Active,"8890 Snowy Owl Road
 Ooltewah, TN 37363",Ooltewah,TN,37363,,423-498-6900,,423-238-4250,Reynolds_B@hcde.org
Southeast Tennessee,Hamilton County Private Schools,09330,Orange Grove Center,9055,,Teena Joseph,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category I - Approved by TDOE,Hamilton,Active,"615 Derby Street
 Chattanooga, TN 37404",Chattanooga,TN,37404,,423-629-1451,,,tjoseph@orangegrove.org
Southeast Tennessee,Hamilton County,00330,Orchard Knob Elementary School,0194,4.70159E+11,Vonetta Maston,Public,"PK, K, 1, 2, 3, 4, 5",,Hamilton,Active,"2000 East 3rd Street
 Chattanooga, TN 37404",Chattanooga,TN,37404,,423-493-0385,,423-493-0388,Maston_vonetta@hcde.org
Mid Cumberland,Williamson County Private Schools,09940,Otter Creek Kindergarten  Preschool,9173,,Jennifer Potgeter,Private,"PK, K",Category I - Approved by TDOE,Williamson,Active,"409 Franklin Road
 Brentwood, TN 37027",Brentwood,TN,37027,,615-373-0282,,615-371-2529,jennifer@ottercreek.org
Southwest,Germantown Private Schools,09796,Our Lady of Perpetual Help Catholic School,9079,,Robin Perry,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category III - Approved by regional private school accrediting agency,Shelby,Active,"8151 Poplar Avenue
 Germantown, TN 38138",Germantown,TN,38138,,901-753-1181,,,rperry@olphowls.org
Southeast Tennessee,Hamilton County Private Schools,09330,Our Lady Of Perpetual Help School,9115,,Caroline Carlin,Private,"P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category III - Approved by regional private school accrediting agency,Hamilton,Active,"505 South Moore Road
 Chattanooga, TN 37421",Chattanooga,TN,37421,,423-622-1481,,,olphschooloffice@myolph.com
Mid Cumberland,Murfreesboro,00751,Overall Creek Elementary,0040,4.70315E+11,Ms. Jenny Ortiz,Public,"K, 1, 2, 3, 4, 5",,Rutherford,Active,"429 Otter Trail
 Murfreesboro, TN 37128",Murfreesboro,TN,37128,,615-624-5500,,615-624-5501,jenny.ortiz@cityschools.net
Mid Cumberland,Davidson County Private Schools,09190,Overbrook Catholic School,9175,,Sr. Marie Blanchette,Private,"PS, PK, K, 1, 2, 3, 4, 5, 6",Category III - Approved by regional private school accrediting agency,Davidson,Active,"4210 Harding Road
 Nashville, TN 37205",Nashville,TN,37205,"4210 Harding Road
 Nashville, TN 37205",615-292-5134,,615-783-0560,srmblanchette@overbrook.edu
Mid Cumberland,Davidson County,00190,Paragon Mills Elementary,0540,4.70318E+11,James Lyons,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"260 Paragon Mills Road
 Nashville, TN 37211",Nashville,TN,37211,,615-333-5170,,,Andy.Lyons@mnps.org
Mid Cumberland,Davidson County,00190,Park Avenue Elementary,0545,4.70318E+11,Dr. Ashley Thomas,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"3703  Park  Avenue
 Nashville, TN 37209",Nashville,TN,37209,,615-298-8412,,,Ashley.Thomas@mnps.org
Southeast Tennessee,Bradley County,00060,Park View Elementary School,0102,4.70033E+11,Jodie Grannan,Public,"K, 1, 2, 3, 4, 5",,Bradley,Active,"300 Minnis Road
 Cleveland, TN 37323",Cleveland,TN,37323,,423-476-6622,,423-476-2292,jgrannan@bradleyschools.org
Upper Cumberland,Putnam County,00710,Park View School,0060,4.70348E+11,Dr. Mel Presley,Public,"PK, K, 1, 2, 3, 4",,Putnam,Active,"2000 Lee Seminary Road
 Cookeville, TN 38506",Cookeville,TN,38506,,931-526-2516,,931-520-0209,mpresley@pcsstn.com
Southwest,Madison County,00570,Parkview Prep Academy,0125,4.70258E+11,Janet Gore,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Madison,Active,"905 E. Chester Street
 Jackson, TN 38301",Jackson,TN,38301,,731-427-2841,,,jdgore@jmcss.org
Southwest,Memphis-Shelby County Schools,00792,Parkway Village Elementary,2261,4.70015E+11,Albert Means,Public,"P4, K, 1, 2, 3, 4, 5",,Shelby,Active,"3000 Claudette Road
 Memphis, TN 38118",Memphis,TN,38118,,901-416-0870,,901-416-0885,meansae@scsk12.org
Southwest,Hardin County,00360,Parris South Elementary,0045,4.70168E+11,Todd Harrison,Public,"PK, K, 1, 2, 3, 4, 5",,Hardin,Active,"169  Lacefield  Drive
 Savannah, TN 38372",Savannah,TN,38372,,731-925-2480,,731-925-4022,todd.harrison@hctnschools.com
First Tennessee,Cocke County,00150,Parrottsville Elementary,0055,4.70075E+11,Travis Hall,Public,"P4, K, 1, 2, 3, 4, 5, 6, 7, 8",,Cocke,Active,"1901  Highway  321
 Parrottsville, TN 37843",Parrottsville,TN,37843,,423-623-1612,,423-623-3332,Hallt@cocke.k12.tn.us
Southwest,Decatur County,00200,Parsons Elementary,0010,4.70096E+11,Lisa Renfroe,Public,"P3, P4, K, 1, 2, 3, 4",,Decatur,Active,"182 West 4th Street
 Parsons, TN 38363",Parsons,TN,38363,,731-847-7317,,,Lisa.renfroe@decaturschools.org
Southwest,Lexington,00391,Paul G. Caywood Elementary,0005,4.70246E+11,Courtney Bestwina,Public,"PK, K, 1, 2, 3, 4, 5",,Henderson,Active,"162 Monroe Avenue
 Lexington, TN 38351",Lexington,TN,38351,,731-968-8457,,,bestwinac@caywood.org
East Tennessee,Union County,00870,Paulette Elementary School,0057,4.70429E+11,Missy Fugate,Public,"K, 1, 2, 3, 4, 5",,Union,Active,"1001 Maynardville
 Maynardville, TN 37807",Maynardville,TN,37807,"P. O. Box 999
 Maynardville, TN 37807",865-745-0517,,865-745-0518,fugatem@ucps.org
Southwest,Memphis-Shelby County Schools,00792,Peabody Elementary,2570,4.70015E+11,Melanie Nelson,Public,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"2086 Young Ave
 Memphis, TN 38104-5645",Memphis,TN,38104-5645,,901-416-4606,,901-416-4611,nelsonmc@scsk12.org
Mid Cumberland,Williamson County,00940,Pearre Creek Elementary School,0064,4.70453E+11,Janet Alexandrow,Public,"PK, K, 1, 2, 3, 4, 5",,Williamson,Active,"1811 Townsend Boulevard
 Franklin, TN 37064",Franklin,TN,37064,,615-472-5150,,615-472-5161,janeta@wcs.edu
East Tennessee,Knox County Private Schools,09470,PEER Academy,9782,,Deidra Messinger,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category V - Acknowledged by TDOE for operation,Knox,Active,"910 Zoe Way
 Knoxville, TN 37909",Knoxville,TN,37909,,865-293-1158,,,Dmessinger@knoxpeeracademy.org
Mid Cumberland,Cheatham County,00110,Pegram Elementary Fine Arts Magnet School,0025,4.70057E+11,Sarah Spain,Public,"P3, P4, K, 1, 2, 3, 4",,Cheatham,Active,"4552  Dogwood  Lane
 Pegram, TN 37143",Pegram,TN,37143,,615-646-6637,,,sarah.spain@ccstn.org
Southeast Tennessee,Grundy County,00310,Pelham Elementary,0045,4.70153E+11,Jamie Hill,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Grundy,Active,"2402 SR 50
 Pelham, TN 37366",Pelham,TN,37366,"P. O. Box 37
 Pelham, TN 37366",931-467-3276,,931-467-2262,jhill@k12tn.net
Mid Cumberland,Davidson County,00190,Pennington Elementary,0565,4.70318E+11,Raquel Gonzalez,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"2817 Donna Hill Drive
 Nashville, TN 37214",Nashville,TN,37214,,615-885-8918,,,Raquel.Gonzalez@mnps.org
Mid Cumberland,Davidson County,00190,Percy Priest Elementary,0570,4.70318E+11,Russell Young,Public,"K, 1, 2, 3, 4, 5",,Davidson,Active,"1700  Otter  Creek Road
 Nashville, TN 37215",Nashville,TN,37215,,615-298-8416,,,Russell.Young@mnps.org
Southwest,Memphis-Shelby County Schools,00792,Perea Elementary School,8345,4.70015E+11,Robert Davis III,Public Charter,"K, 1, 2, 3, 4",,Shelby,Active,"1250 Vollintine Avenue
 Memphis, TN 38107",Memphis,TN,38107,,901-203-6420,,901-726-4303,davisr@schoolsofperea.org
East Tennessee,Loudon County,00530,Philadelphia Elementary,0050,4.70252E+11,CJ Martin,Public,"PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Loudon,Active,"300  Spring  Street
 Philadelphia, TN 37846",Philadelphia,TN,37846,,865-458-6801,,865-458-6805,martincj@loudoncounty.org
South Central,Marshall County Private Schools,09590,Philos Classical Christian School,9945,,Mark Bolt,Private,"K, 1, 2, 3",Category IV - Church Related Schools,Marshall,Active,"1441 Hwy 99
 Chapel Hill, TN 37034",Chapel Hill,TN,37034,,615-308-8658,,,mark.bolt@philosclassicalchristian.org
East Tennessee,Sevier County,00780,Pi Beta Phi Elementary,0040,4.70378E+11,Dr. Jacob Quilliams,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Sevier,Active,"125  Cherokee  Orchard Road
 Gatlinburg, TN 37738",Gatlinburg,TN,37738,,865-436-5076,,865-436-9494,jacobquilliams@sevier.org
Upper Cumberland,Pickett County,00690,Pickett County Elementary,0010,4.70342E+11,Emily Bilbrey,Public,"P3, P4, K, 1, 2, 3, 4, 5, 6, 7, 8",Category I - Approved by TDOE,Pickett,Active,"1016 Woodlawn Drive
 Byrdstown, TN 38549",Byrdstown,TN,38549,,931-864-3496,,931-864-3258,emily.bilbrey@pickettk12.net
Southwest,Hardin County,00360,Pickwick Southside School,0050,4.70168E+11,Jenny Burks,Public,"P4, K, 1, 2, 3, 4, 5, 6, 7, 8",,Hardin,Active,"1970  Hwy  57
 Counce, TN 38326",Counce,TN,38326,,731-689-5185,,731-689-5214,jennifer.burks@lcss.us
East Tennessee,Jefferson County,00450,Piedmont Elementary,0035,4.7021E+11,Julie Allen,Public,"PK, K, 1, 2, 3, 4, 5",,Jefferson,Active,"1100  W  Dumplin Valley Road
 Dandridge, TN 37725",Dandridge,TN,37725,,865-397-2939,,865-397-1865,jallen2@jcboe.net
Upper Cumberland,Fentress County,00250,Pine Haven Elementary,0040,4.70123E+11,Tammy Crouch,Public,"P4, K, 1, 2, 3, 4, 5, 6, 7, 8",,Fentress,Active,"800  N  York Highway
 Jamestown, TN 38556",Jamestown,TN,38556,,931-879-9525,,931-879-2773,tammy.crouch@fentressboe.com
South Central,Lawrence County,00500,Pioneer Virtual Academy,0077,4.70234E+11,Sarah Cope,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Lawrence,Active,"1620 Springer Road
 Lawrenceburg, TN 38464",Lawrenceburg,TN,38464,,931-762-3581,,,sarah.cope@lcss.us
Mid Cumberland,Montgomery County,00630,Pisgah Elementary,0110,4.70303E+11,Tenesha Hardin,Public,"PK, K, 1, 2, 3, 4, 5",,Montgomery,Active,"1770 Hazelwood Road
 Clarksville, TN 37042-8535",Clarksville,TN,37042-8535,,931-802-6790,,931-802-6791,tenesha.hardin@cmcss.net
East Tennessee,Sevier County,00780,Pittman Center Elementary,0050,4.70378E+11,Carrie Gumlick,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Sevier,Active,"2455 East Parkway
 Gatlinburg, TN 37738",Gatlinburg,TN,37738,,865-436-4515,,865-430-3068,carriegumlick@sevier.org
East Tennessee,Knox County,00470,Pleasant Ridge Elementary,0202,4.70222E+11,Jennifer Morrell,Public,"PK, K, 1, 2, 3, 4, 5",,Knox,Active,"3013  Walnoaks  Road
 Knoxville, TN 37921",Knoxville,TN,37921,,865-594-1354,,865-594-1355,jennifer.morrell@knoxschools.org
Mid Cumberland,Cheatham County Private Schools,09110,Pleasant View Christian School,9005,,Brandon Roysden,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency",Cheatham,Active,"160 Hicks Edgen Road
 Pleasant View, TN 37146",Pleasant View,TN,37146,"160 Hicks Edgen Road
 Pleasant View, TN 37146",615-746-8555,,615-746-2646,brandon.roysden@pvchristian.org
Mid Cumberland,Cheatham County,00110,Pleasant View Elementary,0030,4.70057E+11,Nicole Galbreth,Public,"K, 1, 2, 3, 4",,Cheatham,Active,"2625  Church  Street
 Pleasant View, TN 37146",Pleasant View,TN,37146,,615-746-5035,,,nicole.galbreth@ccstn.org
Southeast Tennessee,Hamilton County Private Schools,09330,Point Christian Academy,9880,,Kali O'Neal,Private,"PK, K, 1, 2, 3",Category IV - Church Related Schools,Hamilton,Active,"4000 Dayton Boulevard
 Chattanooga, TN 37415",Chattanooga,TN,37415,,423-847-2919,,,koneal@pointacademy.org
Southeast Tennessee,Polk County,00700,Polk Innovative Learning Academy,0070,4.70345E+11,Kanissa Hardwick,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Polk,Active,"131 Stephens Street
 Benton, TN 37307",Benton,TN,37307,,423-299-0471,,423-338-2691,khardwick@polkcountyschools.com
East Tennessee,Knox County,00470,Pond Gap Elementary,0207,4.70222E+11,Taiesha Young,Public,"PK, K, 1, 2, 3, 4, 5",,Knox,Active,"4530 Papermill Drive
 Knoxville, TN 37909",Knoxville,TN,37909,,865-909-9040,,865-909-9012,taiesha.young@knoxschools.org
Southwest,Madison County,00570,Pope School,0100,4.70258E+11,Tracey Vowell,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Madison,Active,"1081 Ashport Road
 Jackson, TN 38305",Jackson,TN,38305,,731-668-0350,,731-668-8348,thvowell@jmcss.org
Mid Cumberland,Rutherford County,00750,Poplar Hill Elementary,0071,,Jason Eaton,Public,"K, 1, 2, 3, 4, 5",,Rutherford,Active,"5100 Baker Road
 Murfreesboro, TN 37129",Murfreesboro,TN,37129,,615-893-5812,,,eatonj@rcschools.net
Mid Cumberland,Sumner County,00830,Portland Gateview Elementary School,0152,4.70402E+11,Kimberly Smallwood,Public,"K, 1, 2, 3, 4, 5",Category I - Approved by TDOE,Sumner,Active,"1098 Gateview Drive
 Portland, TN 37148",Portland,TN,37148,,615-323-7638,,615-323-0273,kimberly.smallwood@sumnerschools.org
Mid Cumberland,Sumner County Private School,09830,Portland Montessori Academy,9090,,Brittany Blackburn,Private,"P3, P4, PK, K, 1, 2, 3, 4",Category V - Acknowledged by TDOE for operation,Sumner,Active,"613 College Street
 Portland, TN 37148-2106",Portland,TN,37148-2106,,615-323-1065,,,Brittany.Blackburn@wearepma.org
East Tennessee,Knox County,00470,Powell Elementary,0180,4.70222E+11,Karen Frost,Public,"K, 1, 2, 3, 4, 5",,Knox,Active,"1711  Spring  Street
 Powell, TN 37849",Powell,TN,37849,,865-938-2048,,865-947-1805,karen.frost@knoxschools.org
Mid Cumberland,Montgomery County Private Schools,09630,Power and Grace Preparatory Academy,9876,,Katobwa Stallworth,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category IV - Church Related Schools, Category IV - Church Related Schools, Category III - Approved by regional private school accrediting agency",Montgomery,Active,"337 Peterson Lane
 Clarksville, TN 37040",Clarksville,TN,37040,,931-919-2721,,,katobwabeyonka@gmail.com
Southwest,Memphis-Shelby County Schools,00792,Power Center Academy Elementary - Southeast,8315,4.70015E+11,Krystal Earley,Public Charter,"K, 1, 2, 3, 4, 5",,Shelby,Active,"8146 E Shelby Drive
 Memphis, TN 38125",Memphis,TN,38125,,901-602-5530,,901-432-5443,kmcgowen@powercenteracademy.org
Southwest,Memphis-Shelby County Private Schools,09792,Presbyterian Day School,9160,,Brad Sewell,Private,"PK, K, 1, 2, 3, 4, 5, 6",Category III - Approved by regional private school accrediting agency,Shelby,Active,"4025 Poplar Avenue
 Memphis, TN 38111",Memphis,TN,38111,"4052 Central Avenue
 Memphis, TN 38111",901-842-4617,,901-842-4620,bsewell@pdsmemphis.org
Mid Cumberland,Williamson County Private Schools,09940,Primrose School of Brentwood,9058,,Amy James,Private,"PK, K",Category III - Approved by regional private school accrediting agency,Williamson,Active,"5320 Maryland Way
 Brentwood, TN 37027",Brentwood,TN,37027,,615-370-8305,,,ajames@primrosebrentwood.com
Mid Cumberland,Franklin Special Private Schools,09941,Primrose School of Cool Springs,9170,,Rebecca Frizzell,Private,"PK, K",Category III - Approved by regional private school accrediting agency,Williamson,Active,"1010 Windcross Court
 Franklin, TN 37067",Franklin,TN,37067,,615-771-3001,,615-771-3065,rfrizzell@primrosecoolsprings.com
Mid Cumberland,Sumner County Private School,09830,Primrose School of Gallatin,9948,,Meagan Wise,Private,"PK, K",Category V - Acknowledged by TDOE for operation,Sumner,Active,"1760 Greenlea Boulevard
 Gallatin, TN 37066",Gallatin,TN,37066,,615-447-3515,,,mwise@primrosegallatin.com
Mid Cumberland,Sumner County Private School,09830,Primrose School of Hendersonville,9375,,Lynn Johnson,Private,"PK, K",Category III - Approved by regional private school accrediting agency,Sumner,Active,"107 Springhouse Court
 Hendersonville, TN 37075",Hendersonville,TN,37075,,615-338-4361,,,ljohnson@primrosehendersonville.com
Upper Cumberland,Wilson County Private Schools,09950,Primrose School of Mt. Juliet,9765,,Krupa Patel,Private,"PK, K",Category III - Approved by regional private school accrediting agency,Wilson,Active,"111 Belinda Parkway
 Mt Juliet, TN 37122",Mt Juliet,TN,37122,,615-773-7070,,615-773-7071,kpatel@primrosemtjuliet.com
Mid Cumberland,Davidson County Private Schools,09190,Primrose School of Nashville 12 South,9896,,Amy James,Private,"P3, P4, PK, K",Category V - Acknowledged by TDOE for operation,Davidson,Active,"2400 10th Avenue South
 Nashville, TN 37204",Nashville,TN,37204,,615-289-9152,,,ajames@primrosebrentwood.com
Mid Cumberland,Davidson County Private Schools,09190,Primrose School of Nashville Midtown,9753,,Amy James,Private,"PK, K",Category III - Approved by regional private school accrediting agency,Davidson,Active,"1915 Charlotte Avenue
 Nashville, TN 37203",Nashville,TN,37203,,615-942-6574,,,ajames@primrosebrentwood.com
Mid Cumberland,Williamson County Private Schools,09940,Primrose School of Spring Hill,9745,,Chrissie Smith,Private,"PK, K",Category III - Approved by regional private school accrediting agency,Williamson,Active,"3090 Campbell Station Pkwy
 Spring Hill, TN 37174",Spring Hill,TN,37174,,615-302-8544,,,director@primrosespringhill.com
East Tennessee,Knox County Private Schools,09470,Primrose School of West Knoxville,9426,,Courtney Brinkman,Private,K,Category III - Approved by regional private school accrediting agency,Knox,Active,"267 S. Peters Road
 Knoxville, TN 37923",Knoxville,TN,37923,,865-288-7491,,,cbrinkmann@primrosewestknoxville.com
Mid Cumberland,Tennessee Public Charter School Commission,00987,Promise Academy Spring Hill,8060,4.70016E+11,Toby Finley,Public Charter,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"3796 Frayser Raleigh Road
 Memphis, TN 38128",Memphis,TN,38128,,901-324-4456,,901-324-4457,tfinley@promiseacademy.com
First Tennessee,Johnson City Private Schools,09901,Providence Academy,9030,,Ben Holland,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools, Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency",Washington,Active,"2788 Carroll Creek Road
 Johnson City, TN 37615",Johnson City,TN,37615,,423-854-9819,,423-854-8958,bholland@providenceacademy.com
Mid Cumberland,Murfreesboro Private Schools,09751,Providence Christian Academy,9070,,Andy Sheets,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Rutherford,Active,"410 DeJarnette Lane
 Murfreesboro, TN 37130",Murfreesboro,TN,37130,,615-904-0902,,615-904-0853,asheets@providencechristian.com
South Central,Giles County,00280,Pulaski Elementary,0072,4.70141E+11,Ms. Mary Britton,Public,"PK, K, 1, 2",Category I - Approved by TDOE,Giles,Active,"606  Cedar  Lane
 Pulaski, TN 38478",Pulaski,TN,38478,"606 Cedar Lane
 Pulaski, TN 38478",931-363-5233,,,mbritton@gcboe.us
Mid Cumberland,Davidson County,00190,Purpose Prep,8046,4.70318E+11,Lagra Newman,Public Charter,"K, 1, 2, 3, 4, 5",,Davidson,Active,"220 Venture Circle
 Nashville, TN 37228",Nashville,TN,37228,,615-724-0705,,,lnewman@purposeprep.org
South Central,Maury County,00600,R Howell Elementary,0068,4.70276E+11,Marissa Massey,Public,"K, 1, 2, 3, 4",,Maury,Active,"653 Bear Creek Pike
 Columbia, TN 38401",Columbia,TN,38401,,931-540-1032,,941-540-1034,mmassey@mauryk12.org
